normalized_word,frequency,earliest_grade
रोखे,4.0,7.0
सीलन,4.0,3.0
भरता,4.0,4.0
भरोसे,4.0,5.0
सरलता,4.0,6.0
आदरणीय,4.0,3.0
दिव्य,4.0,2.0
खोलो,4.0,2.0
महँगे,4.0,5.0
मानवता,4.0,7.0
खिलौना,4.0,1.0
खिले,4.0,2.0
खीझकर,4.0,3.0
हारे,4.0,3.0
आद,4.0,4.0
सरला,4.0,4.0
भाया,4.0,1.0
गु,4.0,2.0
गीले,4.0,2.0
गिनने,4.0,2.0
दिव्यांग,4.0,5.0
आक्रोश,4.0,9.0
इज्जत,4.0,9.0
बावरी,4.0,6.0
बिक्री,4.0,7.0
बिछाने,4.0,8.0
जगाने,4.0,4.0
जनरल,4.0,9.0
जननी,4.0,6.0
रेलगाड़ी,4.0,6.0
रोककर,4.0,3.0
कारणों,4.0,5.0
जड़ें,4.0,3.0
पुष्टि,4.0,7.0
रेडियो,4.0,3.0
कायर,4.0,5.0
भारतमाता,4.0,9.0
विवरण,4.0,8.0
शरद,4.0,3.0
सहजता,4.0,7.0
सर्वेक्षण,4.0,4.0
सर्वाधिकार,4.0,2.0
सम्मुख,4.0,7.0
मुँहबोली,4.0,9.0
खंजन,4.0,7.0
मुकुटधर,4.0,7.0
रामनिवास,4.0,4.0
रामनरेश,4.0,5.0
प्रभावपूर्ण,4.0,9.0
छड़ी,4.0,9.0
सीटी,4.0,2.0
सीवान,4.0,1.0
दिखती,4.0,4.0
दिखाओ,4.0,3.0
विलक्षण,4.0,6.0
हास,4.0,8.0
ततार,4.0,8.0
तनख्वाह,4.0,5.0
कायम,4.0,7.0
जंच,4.0,7.0
जगाना,4.0,3.0
सुभद्रा,4.0,9.0
अरूप,4.0,5.0
अरुणाचल,4.0,3.0
सुनीता,4.0,5.0
दालचीनी,4.0,8.0
शब्दावली,4.0,6.0
म्यूजिक,4.0,9.0
बिष्ट,4.0,1.0
बीता,4.0,7.0
सहता,4.0,7.0
दाई,4.0,8.0
दाँव,4.0,3.0
दाँतों,4.0,2.0
सकुशल,4.0,3.0
सकलानी,4.0,1.0
सगे,4.0,4.0
सखी,4.0,6.0
मेहमानों,4.0,8.0
सशक्त,4.0,6.0
घिर,4.0,9.0
कोयले,4.0,8.0
कोमलता,4.0,6.0
ऐब,4.0,5.0
विश्रामगृह,4.0,5.0
विशेष्य,4.0,8.0
विषाद,4.0,9.0
खोते,4.0,7.0
महानता,4.0,4.0
तमिलनाडु,4.0,3.0
दरवाजों,4.0,8.0
छोड़ो,4.0,3.0
रुचियों,4.0,6.0
कालीन,4.0,6.0
रुचिपूर्ण,4.0,3.0
छप,4.0,2.0
प्रफुल्लित,4.0,6.0
छठ,4.0,4.0
छल,4.0,4.0
किनारों,4.0,3.0
रूठना,4.0,8.0
कारीगरी,4.0,5.0
तरक्की,4.0,6.0
रिश्तेदार,4.0,1.0
शपथ,4.0,2.0
शत्रुओं,4.0,6.0
शक्ल,4.0,7.0
मौके,4.0,6.0
बिहँसि,4.0,6.0
बुंदेलखंड,4.0,9.0
बेध,4.0,7.0
बेटों,4.0,7.0
घटता,4.0,5.0
बेला,4.0,3.0
मानधन,4.0,7.0
मानती,4.0,5.0
समन्वयन,4.0,3.0
आयो,4.0,6.0
खोया,4.0,6.0
हितोपदेश,4.0,5.0
हिलाकर,4.0,2.0
अकड़,4.0,3.0
अंदाज़ा,4.0,6.0
तमीज़,4.0,6.0
कारावास,4.0,8.0
पेय,4.0,4.0
पेन,4.0,3.0
पैदावार,4.0,9.0
पॉलिसी,4.0,3.0
पैरालंपिक,4.0,5.0
सुध,4.0,5.0
प्रदीप,4.0,5.0
संता,4.0,2.0
कावेरी,4.0,3.0
कित,4.0,8.0
मुद्दा,4.0,5.0
मुड़,4.0,6.0
मोहरे,4.0,3.0
बुढ़ापा,4.0,9.0
खेलिए,4.0,
महोदय,4.0,8.0
खे,4.0,3.0
सभ्य,4.0,9.0
सबेरा,4.0,6.0
माध्यमों,4.0,6.0
खुलकर,4.0,1.0
तली,4.0,4.0
तलवारी,4.0,6.0
वीक्षण,4.0,3.0
तर्कपूर्ण,4.0,6.0
दबा,4.0,3.0
थोथा,4.0,2.0
तरीकों,4.0,6.0
आचार्यों,4.0,9.0
बुझने,4.0,8.0
घराने,4.0,7.0
बुआ,4.0,1.0
रिवाज,4.0,6.0
सुगीत,4.0,7.0
सुगम,4.0,3.0
अर्पण,4.0,6.0
सुखी,4.0,3.0
सुनहरे,4.0,6.0
गुणवत्ता,4.0,1.0
मुझमें,4.0,2.0
खंडहर,4.0,9.0
मुद्राओं,4.0,7.0
वृद्धि,4.0,5.0
अकर्मण्य,4.0,8.0
हिस्से,4.0,1.0
थका,4.0,5.0
अमीर,4.0,5.0
पोशाक,4.0,6.0
संचरित,4.0,1.0
संघर्षों,4.0,8.0
रीढ़,4.0,9.0
प्रणव,4.0,8.0
प्रतिफल,4.0,3.0
छाती,4.0,5.0
छावनी,4.0,6.0
त्रीय,4.0,9.0
थकी,4.0,8.0
थैला,4.0,1.0
घटा,4.0,6.0
घरवाली,4.0,9.0
छाल,4.0,8.0
प्रत्यक्ष,4.0,4.0
छात्र,4.0,7.0
छिलका,4.0,8.0
प्रक्रियाओं,4.0,6.0
सुजान,4.0,6.0
अर्थपूर्ण,4.0,1.0
अरहर,4.0,4.0
छीन,4.0,6.0
रिमझिम,4.0,1.0
बेचैनी,4.0,2.0
शक,4.0,6.0
एंड,4.0,3.0
एकीकरण,4.0,1.0
महिलाएँ,4.0,6.0
समझदार,4.0,2.0
आराधना,4.0,6.0
आरसी,4.0,7.0
आलसी,4.0,5.0
तोड़ा,4.0,1.0
ऋण,4.0,4.0
वैरी,4.0,6.0
वैयक्तिक,4.0,6.0
व्यस्त,4.0,6.0
तोल,4.0,9.0
त्रिवेणी,4.0,6.0
त्रिलिंग,4.0,4.0
बुनी,4.0,3.0
घबरा,4.0,2.0
बूझिए,4.0,5.0
मुर्गा,4.0,1.0
होतीं,4.0,6.0
तुझको,4.0,3.0
तीखे,4.0,7.0
अंगूठे,4.0,1.0
तुलसीदास,4.0,6.0
माँगता,4.0,7.0
मांस,4.0,6.0
ऋतुओं,4.0,4.0
हेलमेट,4.0,5.0
अंतर्निहित,4.0,1.0
तेजस्वी,4.0,9.0
तेलंग,4.0,1.0
अंतराल,4.0,1.0
मैट्रिक,4.0,9.0
कोरिया,4.0,7.0
मिलन,4.0,8.0
चित्रात्मकता,4.0,8.0
गृहस्थी,4.0,7.0
क्षति,4.0,4.0
मूँग,4.0,4.0
क्र,4.0,5.0
भटक गया,4.0,6.0
अंकुरित,4.0,4.0
ज़्या,4.0,2.0
घनिष्ठता,4.0,6.0
तीखा,4.0,1.0
तीक्ष्ण,4.0,5.0
तुत,4.0,5.0
तुषार,4.0,9.0
व्यवसाय,4.0,6.0
मुल्क,4.0,6.0
नवंबर,3.0,3.0
वृद्धावस्था,3.0,8.0
फुटबॉल,3.0,2.0
प्रथा,3.0,4.0
होवे,3.0,4.0
वेधशाला,3.0,4.0
तीज,3.0,3.0
वेदी,3.0,2.0
अँगड़ाई,3.0,6.0
गलतियाँ,3.0,2.0
वेतन,3.0,7.0
निकाली,3.0,4.0
वैभव,3.0,9.0
बहुतायत,3.0,6.0
ऋषिकेश,3.0,5.0
परखा,3.0,6.0
बहुगुणा,3.0,4.0
निकलेंगे,3.0,3.0
निकलेंगी,3.0,8.0
उस्ताद,3.0,9.0
ऊब,3.0,3.0
गौण,3.0,7.0
निगरानी,3.0,5.0
ऊपरी,3.0,3.0
बही,3.0,
मंझला,3.0,7.0
बिखेर,3.0,8.0
निखार,3.0,6.0
तुकाराम,3.0,9.0
तुकांत,3.0,6.0
बिखरी,3.0,8.0
ऊदबिलाव,3.0,1.0
तिल,3.0,4.0
बैरंगया,3.0,7.0
व्यंजनों,3.0,4.0
जोड़ो,3.0,9.0
जोड़ें,3.0,1.0
उड़ाकू,3.0,2.0
भटकने,3.0,6.0
उल्लेखनीय,3.0,7.0
टाइगर,3.0,5.0
बैर,3.0,6.0
व्याप्त,3.0,8.0
बैठीं,3.0,
बिकती,3.0,4.0
प्रतीकों,3.0,7.0
व्याधि,3.0,4.0
शकरपुर,3.0,3.0
प्रतिहारी,3.0,5.0
उभरे,3.0,6.0
उभरती,3.0,9.0
उलट,3.0,8.0
प्रधानता,3.0,7.0
फुलाए,3.0,9.0
शरबत,3.0,1.0
निकालो,3.0,8.0
प्रदूषण,3.0,5.0
शर,3.0,7.0
तुतु,3.0,4.0
तुति,3.0,7.0
उबल,3.0,8.0
निदानों,3.0,7.0
उमगयो,3.0,7.0
निदाएँ,3.0,2.0
शर्मिंदा,3.0,6.0
शहरी,3.0,8.0
उपादान,3.0,6.0
बहुविकल्पीय,3.0,4.0
प्रभा,3.0,6.0
उभरकर,3.0,8.0
प्रबंधन,3.0,7.0
तेईस,3.0,5.0
उबालकर,3.0,1.0
बोया,3.0,2.0
उबारे,3.0,7.0
छत्रपति,3.0,5.0
शहनाई,3.0,6.0
पराँठे,3.0,2.0
शाबासी,3.0,3.0
निबंधकार,3.0,9.0
तारांकित,3.0,1.0
शाप,3.0,6.0
उपलक्ष्य,3.0,4.0
उपेक्षा,3.0,4.0
भगाने,3.0,2.0
चढ़ने,3.0,2.0
चींटियों,3.0,3.0
उपाध्यक्ष,3.0,3.0
चिड़ियों,3.0,3.0
बिछ,3.0,2.0
शाखों,3.0,4.0
शाही,3.0,4.0
नियत,3.0,5.0
जेब,3.0,5.0
शासित,3.0,1.0
उपभोग,3.0,8.0
शालीन,3.0,2.0
टहनी,3.0,3.0
फूटने,3.0,4.0
परस,3.0,8.0
टहनियों,3.0,4.0
परिचायक,3.0,9.0
उपमेय,3.0,9.0
उपमान,3.0,9.0
शिकारी,3.0,2.0
शीतलता,3.0,6.0
प्रभावों,3.0,4.0
टाल,3.0,2.0
तेलुगू,3.0,9.0
तापमान,3.0,5.0
परिक्रमा,3.0,4.0
उपदेश,3.0,5.0
शीशा,3.0,8.0
उद्धरण,3.0,5.0
उन्नीस,3.0,7.0
शेरों,3.0,6.0
तालमेल,3.0,6.0
शे,3.0,1.0
उदासीन,3.0,8.0
तेलंगाना,3.0,1.0
उदासी,3.0,9.0
शुरुआती,3.0,9.0
शै,3.0,2.0
भिक्षुओं,3.0,5.0
निभाते,3.0,6.0
शेषता,3.0,8.0
शौर्य,3.0,9.0
शौक,3.0,6.0
उद्घाटित,3.0,4.0
उदात्त,3.0,9.0
तोरी,3.0,3.0
श्रावण,3.0,4.0
निरंकार,3.0,4.0
बिगड़,3.0,4.0
उत्कर्ष,3.0,6.0
नियमबद्ध,3.0,3.0
बाँट,3.0,6.0
उतावला,3.0,5.0
उत्स,3.0,8.0
श्रे,3.0,4.0
श्रीवास्तव,3.0,6.0
निर्णायक,3.0,6.0
संकल्पना,3.0,1.0
प्रयोगों,3.0,4.0
परिताप,3.0,9.0
फेंच,3.0,6.0
उतरी,3.0,3.0
मंद,3.0,6.0
उत्तरी,3.0,6.0
फेंकते,3.0,4.0
जुटाना,3.0,4.0
टट्टू,3.0,5.0
गोत,3.0,3.0
जुटाइए,3.0,8.0
जुटा,3.0,5.0
फेंककर,3.0,7.0
गंवई,3.0,9.0
टांग,3.0,3.0
जूतों,3.0,3.0
तौलने,3.0,9.0
जूती,3.0,6.0
ष्ट,3.0,3.0
षयों,3.0,8.0
संगठन,3.0,4.0
फैलाए,3.0,8.0
संख्याओं,3.0,2.0
उतारा,3.0,3.0
जुड़ते,3.0,3.0
उतारना,3.0,3.0
परिवर्तित,3.0,3.0
उठीं,3.0,5.0
फैलने,3.0,7.0
परियोजना,3.0,5.0
चचेरा,3.0,5.0
उठाना,3.0,4.0
उतने,3.0,4.0
तानना,3.0,6.0
तान,3.0,5.0
संगत,3.0,2.0
संघटित,3.0,7.0
चढ़ाया,3.0,4.0
बिठाकर,3.0,4.0
बिट्टू,3.0,4.0
निर्भीक,3.0,6.0
निर्भरता,3.0,9.0
संदीप,3.0,4.0
त्रिशूल,3.0,2.0
उजली,3.0,6.0
त्रिलोक,3.0,4.0
उच्चता,3.0,9.0
मध्यप्रदेश,3.0,5.0
चिम,3.0,1.0
उग,3.0,1.0
प्रशंसकों,3.0,9.0
मठों,3.0,6.0
संभावनाओं,3.0,6.0
संभालते,3.0,5.0
ईमानदारी,3.0,4.0
थककर,3.0,2.0
थ,3.0,1.0
जुड़,3.0,7.0
इलाहाबाद,3.0,7.0
बहोरी,3.0,9.0
पर्यटकों,3.0,5.0
संभावित,3.0,5.0
मंत्रमुग्ध,3.0,6.0
निर्संग,3.0,6.0
संस्करणों,3.0,1.0
पर्दा,3.0,4.0
चीख,3.0,2.0
निर्वाह,3.0,6.0
मधु,3.0,6.0
मद्रास,3.0,6.0
इटली,3.0,4.0
निर्मिति,3.0,6.0
तश्तरी,3.0,9.0
तशरीफ़,3.0,9.0
गड्ढे,3.0,3.0
निर्माता,3.0,6.0
बिछौना,3.0,5.0
ताकें,3.0,3.0
इनकार,3.0,5.0
संशोधन,3.0,4.0
ताकने,3.0,4.0
फैसला,3.0,1.0
प्रवासी,3.0,7.0
संवेदनात्मक,3.0,1.0
संस्कृतनिष्ठ,3.0,9.0
संस्कारों,3.0,1.0
सकर्मक,3.0,6.0
टकरा,3.0,7.0
थनिक,3.0,6.0
सकपकाकर,3.0,8.0
सकना,3.0,8.0
पर्वों,3.0,9.0
थापी,3.0,5.0
सकूँगा,3.0,6.0
इंदू,3.0,2.0
इंतज़ार,3.0,2.0
पर्वतीय,3.0,8.0
इंच,3.0,7.0
इंसान,3.0,7.0
फैलाना,3.0,7.0
जिले,3.0,3.0
इंध,3.0,7.0
सचेत,3.0,6.0
भूलना,3.0,4.0
सजाती,3.0,3.0
गोलगप्पा,3.0,4.0
सड़कें,3.0,4.0
आस्तिक,3.0,1.0
पर्याय,3.0,7.0
निश्,3.0,8.0
सन्मुख,3.0,9.0
निशान,3.0,6.0
घुँघरू,3.0,7.0
गोलक,3.0,5.0
फ्योंली,3.0,3.0
सनद,3.0,6.0
निहाल,3.0,9.0
सप्रे,3.0,8.0
फ्यू,3.0,7.0
पलना,3.0,3.0
सप्ताह,3.0,2.0
घूमतीं,3.0,1.0
निहायत,3.0,9.0
आवाजें,3.0,4.0
फोड़ा,3.0,3.0
घूँघट,3.0,7.0
भटका,3.0,6.0
आशंकित,3.0,5.0
आवेश,3.0,7.0
प्रशस्त,3.0,7.0
आवृत्ति,3.0,7.0
सब लोग,3.0,2.0
दंग,3.0,5.0
सब्जी,3.0,4.0
जिधर,3.0,2.0
आलय,3.0,5.0
प्रस्ताव,3.0,6.0
सब्जियाँ,3.0,2.0
दण्ड,3.0,8.0
जिह्वा,3.0,6.0
झोंकों,3.0,3.0
बिताया,3.0,4.0
चित्रात्मक,3.0,8.0
गिल्ली,3.0,2.0
भरते,3.0,7.0
बीजों,3.0,1.0
झोंक,3.0,6.0
सब्ज़ी,3.0,1.0
चिल्लाकर,3.0,6.0
चिल्लाए,3.0,4.0
आरेख,3.0,6.0
समझो,3.0,4.0
बांधी,3.0,3.0
समझाना,3.0,7.0
समझाता,3.0,4.0
टकाओण,3.0,7.0
दबी,3.0,9.0
प्राणवत्ता,3.0,6.0
चिरायु,3.0,6.0
समन्वित,3.0,3.0
पसीजा,3.0,8.0
आयुष,3.0,9.0
घाव,3.0,6.0
तर्कों,3.0,6.0
तर्कसंगत,3.0,3.0
पसारना,3.0,9.0
आरोही,3.0,3.0
प्राचार्य,3.0,6.0
समन,3.0,1.0
दफ्तर,3.0,6.0
पहनावा,3.0,3.0
समाचारों,3.0,6.0
घाम,3.0,2.0
समर्थक,3.0,9.0
समर्थ,3.0,1.0
समापन,3.0,7.0
नीलोफर,3.0,5.0
समाना,3.0,4.0
समानताओं,3.0,7.0
आयामी,3.0,7.0
दय,3.0,4.0
बंधे,3.0,7.0
आय,3.0,7.0
समाधि,3.0,9.0
दर्ज,3.0,6.0
नृत्यांगनाओं,3.0,6.0
समीक्षक,3.0,3.0
गणपत,3.0,9.0
आभूषण,3.0,7.0
समावेश,3.0,9.0
तराशकर,3.0,5.0
तराना,3.0,3.0
झूलता,3.0,4.0
समेकित,3.0,1.0
सरकने,3.0,2.0
घुमाकर,3.0,5.0
जिक्र,3.0,3.0
गेस्ट,3.0,9.0
सम्राट,3.0,6.0
आधारभूत,3.0,6.0
टंकी,3.0,4.0
पहनती,3.0,1.0
चौपट,3.0,8.0
आत्मनिर्भर,3.0,7.0
मकड़ी,3.0,1.0
गोपालकृष्ण,3.0,6.0
प्रहार,3.0,6.0
सर्वश्रेष्ठ,3.0,6.0
सर्वोपरि,3.0,8.0
सर्वोत्तम,3.0,4.0
नूतन,3.0,6.0
चिपकाइए,3.0,
आतिथ्य,3.0,8.0
सलीम,3.0,2.0
चटपटी,3.0,3.0
दलों,3.0,6.0
चिपक,3.0,5.0
सहनशील,3.0,9.0
सहते,3.0,8.0
बीहड़,3.0,9.0
गान,3.0,5.0
दर्शाया,3.0,8.0
जायफल,3.0,8.0
बांधती,3.0,9.0
आकस्मिक,3.0,9.0
बंध,3.0,6.0
सहनशीलता,3.0,7.0
दस्तक,3.0,9.0
नेतृत्व,3.0,8.0
सहानुभूति,3.0,6.0
प्राणों,3.0,6.0
साँचे,3.0,6.0
आऊँगी,3.0,1.0
तबियत,3.0,7.0
पहुँचाइए,3.0,1.0
आइसक्रीम,3.0,4.0
भीग,3.0,5.0
तरकारियों,3.0,4.0
प्रियंका,3.0,1.0
प्रिपरेटरी,3.0,3.0
नैन,3.0,7.0
भीख,3.0,4.0
साक्षा,3.0,7.0
जातीं,3.0,
बगुला,3.0,1.0
आए,3.0,1.0
साई,3.0,2.0
चोकर,3.0,9.0
दशमी,3.0,6.0
साझेदारी,3.0,8.0
भूरा,3.0,4.0
अहिंसा,3.0,8.0
साधनों,3.0,5.0
चौड़ा,3.0,5.0
पहिये,3.0,4.0
साद,3.0,2.0
अस्तित्व,3.0,5.0
साबित,3.0,6.0
पहाड़ी,3.0,5.0
साफ़,3.0,6.0
चौका,3.0,4.0
बखूबी,3.0,6.0
तम,3.0,4.0
मकई,3.0,3.0
नौकरों,3.0,6.0
असि,3.0,6.0
असावधान,3.0,6.0
जागो,3.0,2.0
असहयोग,3.0,8.0
चौकन्ने,3.0,3.0
अस्वीकार,3.0,4.0
साबुन,3.0,1.0
सामासिक,3.0,9.0
सामान्यतः,3.0,4.0
मनोहारी,3.0,6.0
नोएडा,3.0,1.0
बाड़ी,3.0,9.0
न्यायालय,3.0,7.0
असमानता,3.0,7.0
दायाँ,3.0,7.0
असफल,3.0,7.0
असीमित,3.0,6.0
गुनी,3.0,7.0
जातक,3.0,5.0
ब्रह्म,3.0,8.0
साहनी,3.0,8.0
सित,3.0,4.0
सिखाए,3.0,5.0
झुकने,3.0,9.0
चिकित्सक,3.0,3.0
चिकने,3.0,5.0
सिक्त,3.0,6.0
गुनगुन,3.0,1.0
झूमर,3.0,7.0
दामिन,3.0,7.0
सिपाही,3.0,4.0
पाँव,3.0,8.0
घूमो,3.0,5.0
सिद्धे,3.0,7.0
असत्य,3.0,4.0
झूमकर,3.0,2.0
असंतोष,3.0,9.0
असंतुष्ट,3.0,9.0
बचकर,3.0,4.0
अष्ट,3.0,4.0
सिद्धांत,3.0,6.0
भूप,3.0,9.0
जांची,3.0,9.0
सिल,3.0,5.0
भेजनी,3.0,4.0
सिस्टम,3.0,2.0
सिलाई,3.0,6.0
नौजवान,3.0,4.0
सिलसिला,3.0,7.0
दार,3.0,5.0
सीखें,3.0,3.0
मयूरी,3.0,7.0
दिखलाना,3.0,9.0
बच्ची,3.0,2.0
सीखकर,3.0,3.0
न्योछावर,3.0,6.0
